FileName,L1,L2,L3,L4,L5,L6,D1,D2,D3,D4,D5,D6,DA1,DA2,DA3,DA4,DA5,DA6,zfs,E/D
a349,COC(O)(c1ccccn1)c1ccccn1,COC(O)(c1ccccn1)c1ccccn1,X,X,X,X,3,3,0,0,0,0,O,N,N,O,N,N,0.3441202,0.1750404
a35,Oc1ccccc1CNCCNCc1ccccc1O,CC(C)O,O,X,X,X,4,1,1,0,0,0,O,O,O,N,N,C,29.44374,0.13057289
a350,CNC(S)NNC(N)c1ccccn1,CNC(S)NNC(N)c1ccccn1,X,X,X,X,3,3,0,0,0,0,S,S,N,N,N,N,96.63674,0.014062136
a351,NCS,CC(NCCNCCO)c1ccccc1O,NCCNCCO,X,X,X,1,3,2,0,0,0,N,N,N,N,N,O,17.811943,0.25126323
a352,OC(CN)NCCSCCN,ONO,ONO,X,X,X,4,1,1,0,0,0,S,N,N,N,N,N,99.71116,0.10285756
a353,OC(CN(C1)CCN(CC(O)O)Cc2c(SCCc3c1cccc3)cccc2)O,X,X,X,X,X,6,0,0,0,0,0,S,S,O,O,N,N,-2.2245386,0.19624232
a354,CC(NO)C(C)NO,CC(NO)C(C)NO,c1c[nH]cn1,C,X,X,2,2,1,1,0,0,N,N,N,N,N,C,11.208061,0.13239868
a355,Cc1cc(NC(O)c2ccccn2)c(NC(O)c2ccccn2)cc1C,C1CCNCC1,NNN,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,41.224655,0.17910716
a356,CCCCCNCc1c(O)ccc2ccccc12,CCCCCNCc1c(O)ccc2ccccc12,CCCCCNCc1c(O)ccc2ccccc12,X,X,X,2,2,2,0,0,0,O,O,O,N,N,N,-38.827396,0.15425132
a357,NC(S)NNCc1ccc2ccccc2n1,NC(S)NNCc1ccc2ccccc2n1,X,X,X,X,3,3,0,0,0,0,S,S,N,N,N,N,-4.9490376,0.07985949
a358,CCCN,CC(NO)C(C)NO,CC(NO)C(C)NO,COc1ccc(O)c(CNc2cccnc2)c1,X,X,1,2,2,1,0,0,C,N,N,N,N,N,14.326916,0.1389959
a359,C1CNCCNCCNCCN1,ONO,ONO,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,25.347765,0.13529241
a36,Oc1c(CNc2cccc3cccnc23)cc2c3c1CCCN3CCC2,Oc1c(CNc2cccc3cccnc23)cc2c3c1CCCN3CCC2,X,X,X,X,3,3,0,0,0,0,O,O,N,N,N,N,25.557665,0.20864947
a360,Oc1ccccc1CNCCCC(NCc1ccccc1O)C(O)O,c1ccncc1,X,X,X,X,5,1,0,0,0,0,O,O,O,N,N,N,-50.872753,0.15639926
a361,CC(C)C1C=C(C(C)C)NN1C(N2C(C(C)C)C=C(C(C)C)N2)N3C(C(C)C)C=C(C(C)(O)C)N3,CC(C)c1cc(C(C)C)[nH]n1,OC(O)c1ccc(F)cc1,X,X,X,4,1,1,0,0,0,N,N,N,O,N,O,62.19185,0.15970956
a362,Cl,CC(NO)C(C)NO,CC(NO)C(C)NO,CNC,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,5.243847,0.1452095
a363,CCN(CC)C(S)S,CCN(CC)C(S)S,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,S,S,S,S,N,N,17.459232,0.022954315
a364,CC(NO)C(C)NO,CC(NO)C(C)NO,Cc1ccncc1,CCCN,X,X,2,2,1,1,0,0,N,N,N,N,N,C,8.223871,0.14682548
a365,NCCN,N,ONO,ONO,ONO,X,2,1,1,1,1,0,N,N,N,N,N,N,111.588745,0.04063216
a366,CC(CC(O)c1ccccc1)NCCCNC(C)CC(O)c1ccccc1,c1ccncc1,c1ccncc1,X,X,X,4,1,1,0,0,0,O,O,N,N,N,N,-14.521208,0.16643515
a367,O,CC(NO)C(C)NO,CC(NO)C(C)NO,C1CCCC1,X,X,1,2,2,1,0,0,O,N,N,N,N,C,15.952197,0.13418955
a368,ClC1=C(Cl)C=C(NCC2=CC=CN2)C(NCC3=CC=CN3)=C1,CCN,ON(O)O,X,X,X,4,1,1,0,0,0,N,N,N,N,N,O,51.622578,0.14896576
a369,Cl,Cl,CO,CC(C=CC=C1C)=C1NC2=C3C(CCC2)=CC/C(N3)=C4CC(C=CC=C5)=C5N\4,X,X,1,1,1,3,0,0,Cl,Cl,O,N,N,N,-32.67712,0.12142159
a37,CN(C)C(O)NC(S)N(C)C,CN(C)C(O)NC(S)N(C)C,CN(C)C(O)NC(S)N(C)C,X,X,X,2,2,2,0,0,0,S,S,S,O,O,O,126.42675,0.16675198
a370,CCOc1cccc(CNCCNCc2cccc(OCC)c2O)c1O,NNN,NNN,X,X,X,4,1,1,0,0,0,N,N,N,N,O,O,9.00873,0.14845312
a371,Cl,ONC(c1ccccc1)C(NO)c1ccccc1,ONC(c1ccccc1)C(NO)c1ccccc1,c1cnccn1,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,13.276014,0.13376054
a372,CC(NO)C(C)NO,CC(NO)C(C)NO,CCCCCN,Nc1ccccc1,X,X,2,2,1,1,0,0,N,N,N,N,N,C,9.465006,0.15135123
a375,FC1CCCCC1,CC(NO)C(C)NO,CC(NO)C(C)NO,CC(C)(C)c1ccncc1,X,X,1,2,2,1,0,0,N,N,N,N,N,C,9.614899,0.14497988
a376,ONC(c1ccccc1)C(NO)c1ccccc1,ONCCNO,c1ccncc1,CCCCCCCC,X,X,2,2,1,1,0,0,N,N,N,N,N,C,29.666697,0.14330545
a377,c1ccc(Nc2ccccc2NNc2ccccn2)cc1,CCCCCCCCCCc1ccc(Nc2ccccc2NNc2ccccn2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,9.985287,0.13303469
a378,CP(C)CCSC,CN(C)C(S)S,CP(C)CCSC,CN(C)C(S)S,X,X,1,2,1,2,0,0,S,S,P,S,S,P,94.31662,0.22760823
a379,COc1ccc(-c2csc(NNCc3ccccn3)n2)cc1,COc1ccc(-c2csc(NNCc3ccccn3)n2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,27.735233,0.23029497
a380,CN(Cc1c(O)ccc2ccccc12)CC(O)O,CN(Cc1c(O)ccc2ccccc12)CC(O)O,X,X,X,X,3,3,0,0,0,0,N,O,O,N,O,O,-32.093765,0.20301646
a381,O=C1C(NNC2=CC=CC=C2)=COC(C)(C)O1,O=C1C(NNC2=CC=CC=C2)=COC(C)(C)O1,X,X,X,X,3,3,0,0,0,0,N,N,O,O,O,O,31.327908,0.22546634
a382,Oc1ccccc1CNCc1ccccn1,Oc1ccccc1CNCc1ccccn1,X,X,X,X,3,3,0,0,0,0,N,N,O,N,N,O,30.75434,0.16494207
a383,NNN,NNN,NNN,Cc1ccncc1C,Cc1ccncc1C,Cc1ccncc1C,1,1,1,1,1,1,N,N,N,N,N,N,50.369064,0.13046485
a384,C/C1=C(C)/NOC(F)(F)ON/C(C)=C(C)\NOC(F)(F)ON1,c1c[nH]cn1,C,X,X,X,4,1,1,0,0,0,N,N,N,N,N,C,47.38795,0.1417531
a385,Cl,Cl,NCCCNCCCN,O,X,X,1,1,3,1,0,0,Cl,Cl,N,N,N,N,78.77367,0.17825173
a386,SC1N(O)C(C)=CC=C1,SC1N(O)C(C)=CC=C1,SC1N(O)C(C)=CC=C1,X,X,X,2,2,2,0,0,0,S,S,S,O,O,O,37.071857,0.16533567
a388,CC(NO)C(C)NO,CC(NO)C(C)NO,CCOC(O)C(C)(C)C(O)OCC,Nc1ccccc1,X,X,2,2,1,1,0,0,N,N,N,N,N,C,3.5627139,0.15298975
a39,CC(NO)C(C)NO,CC(NO)C(C)NO,c1ccncc1,CCC,X,X,2,2,1,1,0,0,N,N,N,N,N,C,4.7612934,0.12626164
a390,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,X,X,X,2,2,2,0,0,0,S,N,S,N,S,N,25.696524,0.2012972
a392,CC(NNCC(O)O)c1ccccn1,CC(NNCC(O)O)c1ccccn1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,O,O,40.678528,0.17530727
a393,CN(C)C(S)S,CN(C)C(S)S,FC(OP(C1=CC=CC=C1)C2=CC=CC=C2)(F)OP(C3=CC=CC=C3)C4=CC=CC=C4,X,X,X,2,2,2,0,0,0,S,S,S,S,P,P,75.44482,0.07128538
a394,CCOC(O)CC,CC(NO)C(C)NO,CC(NO)C(C)NO,CC(N)C1CCCCC1,X,X,1,2,2,1,0,0,N,N,N,N,N,C,14.537025,0.17093693
a395,Cl,COP(C1=CC=CC=C1)C2=CC=CC=C2,CC(NO)C(C)NO,CC(NO)C(C)NO,X,X,1,1,2,2,0,0,Cl,P,N,N,N,N,13.294106,0.14299601
a396,COc1cccc(CNCc2ccccn2)c1O,COc1cccc(CNCc2ccccn2)c1O,X,X,X,X,3,3,0,0,0,0,N,N,O,N,N,O,-42.91036,0.102837995
a397,c1ccc2c(c1)C1=NC2=NC2=NC(=NC3=NC(=NC4=NC(=N1)c1ccccc14)c1ccccc13)c1ccccc12,CN,CN,X,X,X,4,1,1,0,0,0,N,N,C,N,N,C,58.840355,0.10134117
a398,OCNC(O)C(O)O,NCCN,NCCN,X,X,X,2,2,2,0,0,0,N,N,N,N,N,O,52.240353,0.14479396
a399,Oc1ccccc1CNc1ccccc1O,Oc1ccccc1CNc1ccccc1O,X,X,X,X,3,3,0,0,0,0,N,N,O,O,O,O,44.63576,0.23063636
a4,Cl,Cl,OC(O)c1ccc(NCc2ccccn2)cc1,OC(O)c1ccc(NCc2ccccn2)cc1,X,X,1,1,2,2,0,0,Cl,Cl,N,N,N,N,33.853912,0.18469219
a40,CC(CO)NNC(N)S,CC(CO)NNC(N)S,X,X,X,X,3,3,0,0,0,0,S,S,O,N,N,O,16.362732,0.12042221
a400,CC(NCc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1ccccc1,CC(NCc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1ccccc1,c1ccncc1,c1ccncc1,X,X,2,2,1,1,0,0,O,O,N,N,N,N,17.161777,0.15239838
a401,SC(N1)=NC(N(CC)CC)NC1=O,SC(N1)=NC(N(CC)CC)NC1=O,SC(N1)=NC(N(CC)CC)NC1=O,X,X,X,2,2,2,0,0,0,S,N,S,N,S,N,50.449436,0.16878495
a402,CC(NO)C(C)NCCCNC(C)C(C)NO,Cc1cc2ncn(C)c2cc1C,C,X,X,X,4,1,1,0,0,0,N,N,N,N,N,C,23.850197,0.15205655
a403,ONO,ONO,ONO,NCCCNCCCN,X,X,1,1,1,3,0,0,N,N,N,N,N,N,114.379135,0.12996458
a404,ONO,ONO,NCCNCCCNCCN,X,X,X,1,1,4,0,0,0,N,N,N,N,N,N,98.35345,0.19474289
a405,N,N,N,OC(O)CC(O)C(O)O,X,X,1,1,1,3,0,0,N,N,N,O,O,O,-8.160143,0.13002789
a406,NCCCNCCCNCC(O)O,ONO,ONO,X,X,X,4,1,1,0,0,0,O,N,N,N,N,N,34.18248,0.17323823
a407,Cn1cc(N(O)O)cc1C(O)NNCc1ccccc1O,Cn1cc(N(O)O)cc1C(O)NNCc1ccccc1O,X,X,X,X,3,3,0,0,0,0,N,N,O,O,O,O,47.22244,0.16313186
a408,CC(NO)C(C)NCCCNC(C)C(C)NO,O,Cc1ccccc1,X,X,X,4,1,1,0,0,0,O,N,N,N,N,C,-9.193033,0.15008692
a409,CC(NO)C(C)NCCc1ccccn1,CC(NO)C(C)NCCc1ccccn1,Cc1ccccc1,Cc1ccccc1,X,X,2,2,1,1,0,0,C,C,N,N,N,N,7.1680393,0.160598
a41,CC(NCc1cccc(CNC(C)C(O)O)n1)C(O)O,c1cnccn1,X,X,X,X,5,1,0,0,0,0,O,O,N,N,N,N,9.006861,0.15937844
a410,OC(Nc1ccc2c(c1)OCO2)c1ccccn1,OC(Nc1ccc2c(c1)OCO2)c1ccccn1,OC(Nc1ccc2c(c1)OCO2)c1ccccn1,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,13.153324,0.115427166
a411,CC(O)CC(O)C(F)(F)F,CC(O)CC(O)C(F)(F)F,CC(O)CC(O)C(F)(F)F,X,X,X,2,2,2,0,0,0,O,O,O,O,O,O,101.073044,0.05113115
a412,CCN(CC)CCNCc1c(O)ccc2ccccc12,CC(O)CC(C)O,NNN,X,X,X,3,2,1,0,0,0,O,O,O,N,N,N,37.66266,0.16607553
a413,CN(P(N(NCc1c(O)cccc1)C)(S)N(NCc2c(O)cccc2)C)NCc3c(O)cccc3,X,X,X,X,X,6,0,0,0,0,0,N,N,N,O,O,O,-111.25233,0.1402903
a414,CP(C)C,CP(C)C,Nc1ccccc1C(O)c1ccccc1,C,C,X,1,1,2,1,1,0,P,P,O,N,C,C,-20.60679,0.11108125
a415,CCC1=C(CC)C2=NC1=CC1=NC(=CC3=NC(=CC4=NC(=C2)C(CC)=C4CC)C(CC)=C3CC)C(CC)=C1CC,c1ccncc1,C,X,X,X,4,1,1,0,0,0,N,N,N,N,N,C,19.5161,0.075122446
a416,OS(O)CC1=CC=CC=C1,ONCCNO,ONCCNO,CC(C)(C)c1ccncc1,X,X,1,2,2,1,0,0,S,N,N,N,N,N,12.717331,0.111548305
a417,Cc1cc(CNNC(S)N2CCCCCC2)n[nH]1,Cc1cc(CNNC(S)N2CCCCCC2)n[nH]1,X,X,X,X,3,3,0,0,0,0,S,S,N,N,N,N,91.19375,0.15120241
a418,OC(O)c1cccc(C(O)O)n1,c1ccncc1,c1ccncc1,c1ccncc1,X,X,3,1,1,1,0,0,N,N,N,N,O,O,49.088634,0.14821717
a419,c1ccc(CNC2CCCCC2NCc2ccccn2)nc1,ONO,ONO,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,-12.249296,0.18273467
a42,CC(C(C(O)C)c1ccc(SC)cc1)O,CC(C(C(O)C)c1ccc(SC)cc1)O,CC(C(C(O)C)c1ccc(SC)cc1)O,X,X,X,2,2,2,0,0,0,O,O,O,O,O,O,47.65961,0.17129293
a420,CC(c1ncccc1)NNC(SC)N,CC(c1ncccc1)NNC(SC)N,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,33.583427,0.07768985
a421,NCCNCCN,CN,CN,CN,X,X,3,1,1,1,0,0,N,N,C,C,N,C,121.121086,0.22003698
a422,OC(O)CN(CC(O)O)C(Cc1ccccc1)C(O)O,NC(Cc1ccccc1)C(O)O,X,X,X,X,4,2,0,0,0,0,O,O,O,O,N,N,-13.144766,0.14965917
a423,O[SH](O)O,c1c[nH]cn1,NCCN,NCCN,X,X,1,1,2,2,0,0,S,N,N,N,N,N,115.886345,0.07835031
a424,ONO,OC(NCc1ncccc1)CSCN,ONO,X,X,X,1,4,1,0,0,0,S,N,N,N,N,N,-9.2626095,0.1659446
a425,N#CCCP(C1=CC=CC=C1)CCC#N,N#CCCP(C1=CC=CC=C1)CCC#N,CC(O)CC(C)O,CC(O)CC(C)O,X,X,1,1,2,2,0,0,P,P,O,O,O,O,25.151945,0.15552501
a426,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,Cc1ccccc1,Cc1ccccc1,X,X,2,2,1,1,0,0,N,N,N,N,C,C,112.04434,0.09800509
a427,CC(NO)C(C)NO,CC(NO)C(C)NO,Nc1ccccn1,CCC,X,X,2,2,1,1,0,0,N,N,N,N,N,C,10.345514,0.16847563
a428,COC1(C)CN2Cc3cncc(n3)CN(CC(C)(C)N=C1O)CC(C)(OC)C(O)=NC(C)(C)C2,CC(O)O,X,X,X,X,5,1,0,0,0,0,N,N,N,N,N,O,61.28981,0.17378551
a429,c1ccc(Nc2ccccn2)nc1,c1ccc(Nc2ccccn2)nc1,NNN,NNN,X,X,2,2,1,1,0,0,N,N,N,N,N,N,21.893007,0.19565111
a43,Cl,CC(c1cc(C(NCCCP(C2=CC=CC=C2)C3=CC=CC=C3)C)ccc1)NCCCP(C4=CC=CC=C4)C5=CC=CC=C5,X,X,X,X,1,5,0,0,0,0,Cl,P,P,N,N,C,36.5539,0.22328025
a430,OCC1(C(O)NCC(O)O)COCN1,NCCN,CN,X,X,X,3,2,1,0,0,0,N,N,N,N,O,C,33.199104,0.17348777
a431,CC(c1ncccc1)NNC(SC)N,CC(c1ncccc1)NNC(SC)N,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,33.583427,0.07768985
a432,CP(C1=CC=CC=C1)C,CC(O)CC(C)O,CC(O)CC(C)O,O,X,X,1,2,2,1,0,0,P,O,O,O,O,O,27.777987,0.12561809
a433,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,FC(F)C(F)(F)F,FC(F)C(F)(F)F,FC(F)C(F)(F)F,X,X,3,1,1,1,0,0,N,C,N,N,C,C,-18.046995,0.03265333
a434,OC(O)C(O)O,CC(N)c1ccccn1,CC(N)c1ccccn1,X,X,X,2,2,2,0,0,0,O,N,N,O,N,N,73.33667,0.17042041
a435,CC(NO)C(C)NO,CC(NO)C(C)NO,NC(O)c1ccncc1,NNN,X,X,2,2,1,1,0,0,N,N,N,N,N,N,9.109554,0.1505138
a436,COc1cccc(CNc2cc(C)ccc2O)c1O,c1c[nH]cn1,c1c[nH]cn1,c1c[nH]cn1,X,X,3,1,1,1,0,0,N,N,N,N,O,O,6.657339,0.123915166
a437,OC(O)CNCCNCC(O)O,NCCN,X,X,X,X,4,2,0,0,0,0,O,O,N,N,N,N,-66.73394,0.21831468
a438,NNN,NNN,NNN,Cc1cncc(C)c1,Cc1cncc(C)c1,Cc1cncc(C)c1,1,1,1,1,1,1,N,N,N,N,N,N,-6.10639,0.17744851
a440,CP(C)C,CP(C)C,OCC1=CC=CN1,OCC1=CC=CN1,X,X,1,1,2,2,0,0,P,P,O,O,N,N,10.745926,0.124764234
a441,NCCN,NCCN,ONO,ONO,X,X,2,2,1,1,0,0,N,N,N,N,N,N,122.00473,0.09070528
a442,Cc1nnc(S)s1,Cc1nnc(S)s1,NCCN,NCCN,X,X,1,1,2,2,0,0,N,N,N,N,N,N,9.661804,0.08209321
a443,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,P(C1=CC=CC=C1)(C2=CC=CC=C2)CCP(C3=CC=CC=C3)C4=CC=CC=C4,CN,CN,X,X,2,2,1,1,0,0,P,P,C,P,P,C,32.90332,0.255437
a444,Oc1ccccc1CNc1ccccc1NCc1ccccc1O,C1COCCN1,C1COCCN1,X,X,X,4,1,1,0,0,0,O,N,N,O,N,N,-29.334604,0.26319098
a445,CC1=NCN/C1=C/NCCC(CCN/C=C2NCN=C/2C)CCN/C=C3C(C)=NCN/3,X,X,X,X,X,6,0,0,0,0,0,N,N,N,N,N,N,22.177692,0.11711367
a447,Oc1c(O)c(Br)c(Br)c(Br)c1Br,NCCN(CCN)CCN,X,X,X,X,2,4,0,0,0,0,O,O,N,N,N,N,78.645744,0.18407004
a448,ONc1c(O)nc(O)nc1O,OC(O)CN(CC(O)O)CC(O)O,X,X,X,X,2,4,0,0,0,0,O,O,O,N,O,O,77.99674,0.1339973
a449,COc1cccc(CNc2ccccc2CN2CCN(Cc3ccccc3NCc3cccc(OC)c3O)CC2)c1O,X,X,X,X,X,6,0,0,0,0,0,O,N,N,N,N,O,-56.49583,0.19358352
a45,CCOc1cccc(CNCCCNCc2cccc(OCC)c2O)c1O,CC(O)CC(C)O,X,X,X,X,4,2,0,0,0,0,O,O,O,O,N,N,53.566437,0.09653329
a451,CC(NO)C(C)NO,CC(NO)C(C)NO,Cc1ccncc1,COC,X,X,2,2,1,1,0,0,N,N,N,N,N,C,9.703541,0.15278935
a452,CC(NCCN(C)C)c1ccccc1O,CC(O)c1ccccc1O,NNN,X,X,X,3,2,1,0,0,0,O,O,O,N,N,N,57.73862,0.18146522
a454,FC(F)(F)c1ccnc(S)n1,FC(F)(F)c1ccnc(S)n1,FC(F)(F)c1ccnc(S)n1,X,X,X,2,2,2,0,0,0,S,S,S,N,N,N,-15.598478,0.07580942
a455,Cl,COC(Nc1ccccc1N(Cc1ccccn1)Cc1ccccn1)c1ccccn1,X,X,X,X,1,5,0,0,0,0,Cl,N,N,N,N,N,-4.157545,0.17621942
a456,ONO,CNCCN,CNCCN,ONO,X,X,1,2,2,1,0,0,N,N,N,N,N,N,123.5099,0.13937075
a457,OC(CC(O)C(F)(F)F)c1cccs1,OC(CC(O)C(F)(F)F)c1cccs1,CC1(C)N=C(c2ccccn2)N(O)C1(C)C,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,1.2659552,0.11947954
a458,ONO,ONO,NCCNCCNCCN,X,X,X,1,1,4,0,0,0,N,N,N,N,N,N,75.24095,0.18031067
a459,Nc1ccc(Cl)cc1,CC(NO)C(C)NO,CC(NO)C(C)NO,NC(N)S,X,X,1,2,2,1,0,0,N,N,N,N,N,S,8.601982,0.12919907
a46,CCN(C)C(S)NNC(c1ccccn1)c1ccccn1,CCN(C)C(S)NNC(c1ccccn1)c1ccccn1,X,X,X,X,3,3,0,0,0,0,N,N,S,N,N,S,40.68183,0.1882734
a460,SC(NNc1ccccc1)NNc1ccccc1,SC(NNc1ccccc1)NNc1ccccc1,SC(NNc1ccccc1)NNc1ccccc1,X,X,X,2,2,2,0,0,0,S,S,S,N,N,N,8.585018,0.07479711
a461,CC(O)CC(C)Nc1ccccc1O,Cn1ccnc1,Cn1ccnc1,Cn1ccnc1,X,X,3,1,1,1,0,0,O,N,O,N,N,N,61.65048,0.13974766
a462,ON(O)c1ccc(Sc2cccs2)c(N(O)O)c1,CC(NO)C(C)NO,CC(NO)C(C)NO,c1ccncc1,X,X,1,2,2,1,0,0,N,N,N,N,N,C,14.845245,0.08743531
a463,NCCNCCCNCC(O)O,ONO,ONO,X,X,X,4,1,1,0,0,0,O,N,N,N,N,N,26.68615,0.17117165
a464,c1cnc2c(NCCN(CCNc3cccc4cccnc34)CCNc3cccc4cccnc34)cccc2c1,X,X,X,X,X,6,0,0,0,0,0,N,N,N,N,N,N,39.921143,0.21047653
a465,ONC(c1ccccc1)C(O)c1ccccc1,ONC(c1ccccc1)C(O)c1ccccc1,ONC(c1ccccc1)C(O)c1ccccc1,X,X,X,2,2,2,0,0,0,O,O,O,N,N,N,-45.614048,0.19729269
a466,Cl,CC(NO)C(C)NO,CC(NO)C(C)NO,c1cc(-c2ccncc2)ccn1,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,12.951269,0.11542019
a467,C12=NC=CC=C1C(C3=CC=C(C(C4=CC=CN4)C5=CC=CN5)C=C3)C=N2,Oc1ccccc1CNCCNCc1ccccc1O,X,X,X,X,2,4,0,0,0,0,N,N,N,N,O,O,36.602425,0.20149468
a469,C1CNCCCN2CCCNCCCN(C1)CCC2,X,X,X,X,X,6,0,0,0,0,0,N,N,N,N,N,N,219.121,0.21931057
a47,Cl,CC(NO)C(C)NO,CC(NO)C(C)NO,C1=NCCC1,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,11.807314,0.11007205
a470,CN(C)CCCNCCCNCc1ccccc1O,CN(C)CCCNCCCNCc1ccccc1O,X,X,X,X,3,3,0,0,0,0,O,N,N,O,N,N,56.997074,0.2118712
a471,NCCN,NCCN,C1(C2=NN=NN2)=CC=CC=C1,C1(C2=NN=NN2)=CC=CC=C1,X,X,2,2,1,1,0,0,N,N,N,N,N,N,38.31013,0.0576064
a472,CN(C)C(S)S,CN(C)C(S)S,COP(C1=CC=CC=C1)OC,COP(C1=CC=CC=C1)OC,X,X,2,2,1,1,0,0,S,S,S,S,P,P,26.584974,0.13203488
a473,CP(C1=CC=CC=C1)C,CC(O)CC(C)O,CC(O)CC(C)O,CP(C1=CC=CC=C1)C,X,X,1,2,2,1,0,0,P,O,O,P,O,O,22.882212,0.117698096
a474,CC(O)CC(C)O,CC(O)CC(C)O,ONO,CN1C(N)C2=C(N(C)CN2)N=C1,X,X,2,2,1,1,0,0,O,O,O,O,N,N,71.3927,0.20255758
a475,CC(NO)C(C)NO,CC(NO)C(C)NO,NCO,CC(N)c1cccc2ccccc12,X,X,2,2,1,1,0,0,N,N,N,N,N,N,6.595289,0.1443133
a476,CC(NO)C(C)NO,CC(NO)C(C)NO,Clc1ccncc1,CCC(O)OC,X,X,2,2,1,1,0,0,N,N,N,N,N,C,12.13991,0.12000048
a477,CCCCNCc1cc(Cl)ccc1O,CCCCNCc1cc(Cl)ccc1O,CCCCNCc1cc(Cl)ccc1O,X,X,X,2,2,2,0,0,0,N,N,N,O,O,O,42.625095,0.18057626
a478,Cc1ccc(NC(O)c2ccccn2)c(NC(O)c2ccccn2)c1,C1CCNC1,C1CCNC1,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,39.86419,0.16471899
a479,NC(C1=CC=C(C(C2=CC=CN2)C3=CC=CN3)C=C1)=O,Oc1ccccc1CNCCNCc1ccccc1O,X,X,X,X,2,4,0,0,0,0,N,N,N,N,O,O,48.073063,0.16074634
a480,NNN,OC(O)c1ccccn1,NNN,OC(O)c1ccccn1,X,X,1,2,1,2,0,0,N,O,N,N,O,N,12.168255,0.24778944
a481,CC(C)(C)c1cc(CNc2ccccc2O)c(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(CNc2ccccc2O)c(O)c(C(C)(C)C)c1,X,X,X,X,3,3,0,0,0,0,O,O,O,N,N,O,44.14721,0.20542449
a482,NCCN(Cc1ccccn1)Cc1ccccn1,ONO,ONO,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,4.4907722,0.1518136
a483,OC(S)c1cccc(C(O)S)n1,OC(S)c1cccc(C(O)S)n1,X,X,X,X,3,3,0,0,0,0,S,S,N,S,S,N,-19.602743,0.18117218
a485,Cl,Cl,OC(Nc1ccccc1NC(O)c1ccccn1)c1ccccn1,X,X,X,1,1,4,0,0,0,Cl,Cl,N,N,N,N,-5.7419186,0.19051637
a486,CC(NO)C(C)NO,CC(NO)C(C)NO,CN(O)O,c1ccncc1,X,X,2,2,1,1,0,0,N,N,N,N,N,C,1.5133517,0.12306967
a487,ONC(c1ccccc1)C(NO)c1ccccc1,ONC(c1ccccc1)C(NO)c1ccccc1,c1ccncc1,Cc1ccccc1,X,X,2,2,1,1,0,0,N,N,N,N,N,C,35.776093,0.13896103
a489,Cl,CC(NO)C(C)NO,CC(NO)C(C)NO,c1ccc(Cn2ccnc2)cc1,X,X,1,2,2,1,0,0,Cl,N,N,N,N,N,11.105436,0.12777549
a49,Oc1ccccc1CNCCCNCCNCc1ccccc1O,CN,X,X,X,X,5,1,0,0,0,0,O,O,N,N,N,C,19.728334,0.098666705
a490,P,P,P,CCN,CCC(C)(C)C,CCC(C)(C)C,1,1,1,1,1,1,P,P,P,N,C,C,95.691185,0.2974006
a491,CC(NO)C(C)NO,CC(C)(OO)c1ccccc1,c1ccncc1,CC(NO)C(C)NO,X,X,2,1,1,2,0,0,N,N,N,N,N,O,3.6196883,0.108892076
a492,CC(C)(CO)NCc1ccccc1O,CC(C)(CO)NCc1ccccc1O,X,X,X,X,3,3,0,0,0,0,N,N,O,O,O,O,7.396181,0.17997
a493,CC(NCCNC(C)c1ccccc1O)c1ccccc1O,CC(O)c1cccnc1,CC(O)c1cccnc1,X,X,X,4,1,1,0,0,0,O,O,N,N,N,N,91.43166,0.15192284
a494,COC(O)C(Cc1c[nH]cn1)NCc1ccccc1O,COC(O)C(Cc1c[nH]cn1)NCc1ccccc1O,X,X,X,X,3,3,0,0,0,0,O,O,N,N,N,N,27.313223,0.23188703
a495,Cl,NCCCN,Cl,NCCCN,X,X,1,2,1,2,0,0,Cl,N,N,Cl,N,N,121.730675,0.21936351
